year,category,sequence,shortname,circuit_name,rider,rider_name,team_name,bike_name,position,points,number,country,speed,time
2016,MotoGP,8,NED,Assen,2425,"Crutchlow, Cal",LCR Honda,Honda,-4,0,35,GB,,0 Lap
2016,MotoGP,8,NED,Assen,2383,"Hernandez, Yonny",Aspar Team MotoGP,Ducati,-2,0,68,CO,,0 Lap
2016,MotoGP,9,GER,Sachsenring,2293,"Marquez, Marc",Repsol Honda Team,Honda,1,25,93,ES,140.4,47'03.239
2016,MotoGP,9,GER,Sachsenring,2425,"Crutchlow, Cal",LCR Honda,Honda,2,20,35,GB,139.9,+9.857
2016,MotoGP,9,GER,Sachsenring,2055,"Dovizioso, Andrea",Ducati Team,Ducati,3,16,4,IT,139.8,+11.613
2016,MotoGP,9,GER,Sachsenring,2288,"Redding, Scott",OCTO Pramac Yakhnich,Ducati,4,13,45,GB,139.8,+11.992
2016,MotoGP,9,GER,Sachsenring,2158,"Iannone, Andrea",Ducati Team,Ducati,5,11,29,IT,139.3,+22.755
2016,MotoGP,9,GER,Sachsenring,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,6,10,26,ES,139.1,+25.920
2016,MotoGP,9,GER,Sachsenring,2445,"Miller, Jack","Estrella Galicia 0,0 Marc VDS",Honda,7,9,43,AU,139.1,+26.043
2016,MotoGP,9,GER,Sachsenring,1762,"Rossi, Valentino",Movistar Yamaha MotoGP,Yamaha,8,8,46,IT,139.1,+26.449
2016,MotoGP,9,GER,Sachsenring,2052,"Barbera, Hector",Avintia Racing,Ducati,9,7,8,ES,139.1,+26.614
2016,MotoGP,9,GER,Sachsenring,2059,"Bautista, Alvaro",Aprilia Racing Team Gresini,Aprilia,10,6,19,ES,138.8,+31.274
2016,MotoGP,9,GER,Sachsenring,2142,"Laverty, Eugene",Pull & Bear Aspar Team,Ducati,11,5,50,IE,138.4,+41.208
2016,MotoGP,9,GER,Sachsenring,2428,"Viñales, Maverick",Team SUZUKI ECSTAR,Suzuki,12,4,25,ES,138.3,+42.158
2016,MotoGP,9,GER,Sachsenring,2206,"Smith, Bradley",Monster Yamaha Tech 3,Yamaha,13,3,38,GB,137.3,+1'03.129
2016,MotoGP,9,GER,Sachsenring,2152,"Espargaro, Aleix",Team SUZUKI ECSTAR,Suzuki,14,2,41,ES,137.2,+1'06.091
2016,MotoGP,9,GER,Sachsenring,2058,"Lorenzo, Jorge",Movistar Yamaha MotoGP,Yamaha,15,1,99,ES,136.6,+1'17.694
2016,MotoGP,9,GER,Sachsenring,2202,"Rabat, Tito","Estrella Galicia 0,0 Marc VDS",Honda,16,0,53,ES,133.5,1 Lap
2016,MotoGP,9,GER,Sachsenring,2562,"Baz, Loris",Avintia Racing,Ducati,17,0,76,FR,128.3,2 Laps
2016,MotoGP,9,GER,Sachsenring,2383,"Hernandez, Yonny",Pull & Bear Aspar Team,Ducati,18,0,68,CO,125.1,3 Laps
2016,MotoGP,9,GER,Sachsenring,2218,"Espargaro, Pol",Monster Yamaha Tech 3,Yamaha,-1,0,44,ES,137.5,13 Laps
2016,MotoGP,9,GER,Sachsenring,2464,"Petrucci, Danilo",OCTO Pramac Yakhnich,Ducati,-1,0,9,IT,126.4,18 Laps
2016,MotoGP,10,AUT,Spielberg,2158,"Iannone, Andrea",Ducati Team,Ducati,1,25,29,IT,182.4,39'46.255
2016,MotoGP,10,AUT,Spielberg,2055,"Dovizioso, Andrea",Ducati Team,Ducati,2,20,4,IT,182.3,+0.938
2016,MotoGP,10,AUT,Spielberg,2058,"Lorenzo, Jorge",Movistar Yamaha MotoGP,Yamaha,3,16,99,ES,182.1,+3.389
2016,MotoGP,10,AUT,Spielberg,1762,"Rossi, Valentino",Movistar Yamaha MotoGP,Yamaha,4,13,46,IT,182.1,+3.815
2016,MotoGP,10,AUT,Spielberg,2293,"Marquez, Marc",Repsol Honda Team,Honda,5,11,93,ES,181.5,+11.813
2016,MotoGP,10,AUT,Spielberg,2428,"Viñales, Maverick",Team SUZUKI ECSTAR,Suzuki,6,10,25,ES,181.3,+14.341
2016,MotoGP,10,AUT,Spielberg,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,7,9,26,ES,181.1,+17.063
2016,MotoGP,10,AUT,Spielberg,2288,"Redding, Scott",OCTO Pramac Yakhnich,Ducati,8,8,45,GB,180.1,+29.437
2016,MotoGP,10,AUT,Spielberg,2206,"Smith, Bradley",Monster Yamaha Tech 3,Yamaha,9,7,38,GB,180.1,+29.785
2016,MotoGP,10,AUT,Spielberg,2218,"Espargaro, Pol",Monster Yamaha Tech 3,Yamaha,10,6,44,ES,179.6,+37.094
2016,MotoGP,10,AUT,Spielberg,2464,"Petrucci, Danilo",OCTO Pramac Yakhnich,Ducati,11,5,9,IT,179.4,+39.765
2016,MotoGP,10,AUT,Spielberg,2107,"Pirro, Michele",Ducati Team,Ducati,12,4,51,IT,179.4,+39.766
2016,MotoGP,10,AUT,Spielberg,2562,"Baz, Loris",Avintia Racing,Ducati,13,3,76,FR,179.0,+44.284
2016,MotoGP,10,AUT,Spielberg,2202,"Rabat, Tito","Estrella Galicia 0,0 Marc VDS",Honda,14,2,53,ES,179.0,+45.004
2016,MotoGP,10,AUT,Spielberg,2425,"Crutchlow, Cal",LCR Honda,Honda,15,1,35,GB,177.6,+1'03.246
2016,MotoGP,10,AUT,Spielberg,2059,"Bautista, Alvaro",Aprilia Racing Team Gresini,Aprilia,16,0,19,ES,177.0,+1'12.448
2016,MotoGP,10,AUT,Spielberg,2383,"Hernandez, Yonny",Pull & Bear Aspar Team,Ducati,17,0,68,CO,176.8,+1'14.517
2016,MotoGP,10,AUT,Spielberg,2142,"Laverty, Eugene",Pull & Bear Aspar Team,Ducati,18,0,50,IE,175.3,+1'36.510
2016,MotoGP,10,AUT,Spielberg,2174,"Bradl, Stefan",Aprilia Racing Team Gresini,Aprilia,19,0,6,DE,171.0,1 Lap
2016,MotoGP,10,AUT,Spielberg,2152,"Espargaro, Aleix",Team SUZUKI ECSTAR,Suzuki,-1,0,41,ES,175.3,4 Laps
2016,MotoGP,10,AUT,Spielberg,2052,"Barbera, Hector",Avintia Racing,Ducati,-1,0,8,ES,,0 Lap
2016,MotoGP,11,CZE,Brno,2425,"Crutchlow, Cal",LCR Honda,Honda,1,25,35,GB,149.3,47'44.290
2016,MotoGP,11,CZE,Brno,1762,"Rossi, Valentino",Movistar Yamaha MotoGP,Yamaha,2,20,46,IT,149.0,+7.298
2016,MotoGP,11,CZE,Brno,2293,"Marquez, Marc",Repsol Honda Team,Honda,3,16,93,ES,148.8,+9.587
2016,MotoGP,11,CZE,Brno,2562,"Baz, Loris",Avintia Racing,Ducati,4,13,76,FR,148.7,+12.558
2016,MotoGP,11,CZE,Brno,2052,"Barbera, Hector",Avintia Racing,Ducati,5,11,8,ES,148.7,+13.093
2016,MotoGP,11,CZE,Brno,2142,"Laverty, Eugene",Pull & Bear Aspar Team,Ducati,6,10,50,IE,148.6,+13.812
2016,MotoGP,11,CZE,Brno,2464,"Petrucci, Danilo",OCTO Pramac Yakhnich,Ducati,7,9,9,IT,148.1,+23.414
2016,MotoGP,11,CZE,Brno,2158,"Iannone, Andrea",Ducati Team,Ducati,8,8,29,IT,148.1,+24.562
2016,MotoGP,11,CZE,Brno,2428,"Viñales, Maverick",Team SUZUKI ECSTAR,Suzuki,9,7,25,ES,148.1,+24.581
2016,MotoGP,11,CZE,Brno,2202,"Rabat, Tito","Estrella Galicia 0,0 Marc VDS",Honda,10,6,53,ES,147.4,+37.131
2016,MotoGP,11,CZE,Brno,2383,"Hernandez, Yonny",Pull & Bear Aspar Team,Ducati,11,5,68,CO,147.3,+39.911
2016,MotoGP,11,CZE,Brno,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,12,4,26,ES,147.2,+41.097
2016,MotoGP,11,CZE,Brno,2218,"Espargaro, Pol",Monster Yamaha Tech 3,Yamaha,13,3,44,ES,147.1,+43.202
2016,MotoGP,11,CZE,Brno,2174,"Bradl, Stefan",Aprilia Racing Team Gresini,Aprilia,14,2,6,DE,147.0,+45.687
2016,MotoGP,11,CZE,Brno,2288,"Redding, Scott",OCTO Pramac Yakhnich,Ducati,15,1,45,GB,146.2,+1'02.201
2016,MotoGP,11,CZE,Brno,2059,"Bautista, Alvaro",Aprilia Racing Team Gresini,Aprilia,16,0,19,ES,145.3,+1'18.841
2016,MotoGP,11,CZE,Brno,2058,"Lorenzo, Jorge",Movistar Yamaha MotoGP,Yamaha,17,0,99,ES,142.3,1 Lap
2016,MotoGP,11,CZE,Brno,2055,"Dovizioso, Andrea",Ducati Team,Ducati,-1,0,4,IT,135.8,7 Laps
2016,MotoGP,11,CZE,Brno,2206,"Smith, Bradley",Monster Yamaha Tech 3,Yamaha,-1,0,38,GB,140.3,8 Laps
2016,MotoGP,11,CZE,Brno,2152,"Espargaro, Aleix",Team SUZUKI ECSTAR,Suzuki,-1,0,41,ES,148.6,9 Laps
2016,MotoGP,12,GBR,Silverstone,2428,"Viñales, Maverick",Team SUZUKI ECSTAR,Suzuki,1,25,25,ES,172.1,39'03.559
2016,MotoGP,12,GBR,Silverstone,2425,"Crutchlow, Cal",LCR Honda,Honda,2,20,35,GB,171.9,+3.480
2016,MotoGP,12,GBR,Silverstone,1762,"Rossi, Valentino",Movistar Yamaha MotoGP,Yamaha,3,16,46,IT,171.9,+4.063
2016,MotoGP,12,GBR,Silverstone,2293,"Marquez, Marc",Repsol Honda Team,Honda,4,13,93,ES,171.7,+5.992
2016,MotoGP,12,GBR,Silverstone,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,5,11,26,ES,171.7,+6.381
2016,MotoGP,12,GBR,Silverstone,2055,"Dovizioso, Andrea",Ducati Team,Ducati,6,10,4,IT,171.3,+12.303
2016,MotoGP,12,GBR,Silverstone,2152,"Espargaro, Aleix",Team SUZUKI ECSTAR,Suzuki,7,9,41,ES,171.0,+16.672
2016,MotoGP,12,GBR,Silverstone,2058,"Lorenzo, Jorge",Movistar Yamaha MotoGP,Yamaha,8,8,99,ES,170.7,+19.432
2016,MotoGP,12,GBR,Silverstone,2464,"Petrucci, Danilo",OCTO Pramac Yakhnich,Ducati,9,7,9,IT,170.3,+25.618
2016,MotoGP,12,GBR,Silverstone,2059,"Bautista, Alvaro",Aprilia Racing Team Gresini,Aprilia,10,6,19,ES,169.8,+32.084
2016,MotoGP,12,GBR,Silverstone,2383,"Hernandez, Yonny",Pull & Bear Aspar Team,Ducati,11,5,68,CO,169.5,+36.131
2016,MotoGP,12,GBR,Silverstone,2142,"Laverty, Eugene",Pull & Bear Aspar Team,Ducati,12,4,50,IE,169.3,+39.130
2016,MotoGP,12,GBR,Silverstone,2588,"Lowes, Alex",Monster Yamaha Tech 3,Yamaha,13,3,22,GB,169.2,+40.143
2016,MotoGP,12,GBR,Silverstone,2052,"Barbera, Hector",Avintia Racing,Ducati,14,2,8,ES,169.2,+41.356
2016,MotoGP,12,GBR,Silverstone,2202,"Rabat, Tito","Estrella Galicia 0,0 Marc VDS",Honda,15,1,53,ES,169.2,+41.943
2016,MotoGP,12,GBR,Silverstone,2445,"Miller, Jack","Estrella Galicia 0,0 Marc VDS",Honda,16,0,43,AU,168.7,+47.610
2016,MotoGP,12,GBR,Silverstone,2288,"Redding, Scott",OCTO Pramac Yakhnich,Ducati,17,0,45,GB,164.0,+1'56.177
2016,MotoGP,12,GBR,Silverstone,2158,"Iannone, Andrea",Ducati Team,Ducati,-1,0,29,IT,171.9,6 Laps
2016,MotoGP,12,GBR,Silverstone,2174,"Bradl, Stefan",Aprilia Racing Team Gresini,Aprilia,-1,0,6,DE,167.0,17 Laps
2016,MotoGP,12,GBR,Silverstone,2562,"Baz, Loris",Avintia Racing,Ducati,-2,0,76,FR,,0 Lap
2016,MotoGP,12,GBR,Silverstone,2218,"Espargaro, Pol",Monster Yamaha Tech 3,Yamaha,-2,0,44,ES,,0 Lap
2016,MotoGP,13,RSM,Misano,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,1,25,26,ES,162.3,43'43.524
2016,MotoGP,13,RSM,Misano,1762,"Rossi, Valentino",Movistar Yamaha MotoGP,Yamaha,2,20,46,IT,162.1,+2.837
2016,MotoGP,13,RSM,Misano,2058,"Lorenzo, Jorge",Movistar Yamaha MotoGP,Yamaha,3,16,99,ES,162.1,+4.359
2016,MotoGP,13,RSM,Misano,2293,"Marquez, Marc",Repsol Honda Team,Honda,4,13,93,ES,161.7,+9.569
2016,MotoGP,13,RSM,Misano,2428,"Viñales, Maverick",Team SUZUKI ECSTAR,Suzuki,5,11,25,ES,161.4,+15.467
2016,MotoGP,13,RSM,Misano,2055,"Dovizioso, Andrea",Ducati Team,Ducati,6,10,4,IT,161.1,+19.676
2016,MotoGP,13,RSM,Misano,2107,"Pirro, Michele",Ducati Team,Ducati,7,9,51,IT,160.9,+22.936
2016,MotoGP,13,RSM,Misano,2425,"Crutchlow, Cal",LCR Honda,Honda,8,8,35,GB,160.7,+25.702
2016,MotoGP,13,RSM,Misano,2218,"Espargaro, Pol",Monster Yamaha Tech 3,Yamaha,9,7,44,ES,160.7,+27.155
2016,MotoGP,13,RSM,Misano,2059,"Bautista, Alvaro",Aprilia Racing Team Gresini,Aprilia,10,6,19,ES,160.2,+33.968
2016,MotoGP,13,RSM,Misano,2464,"Petrucci, Danilo",OCTO Pramac Yakhnich,Ducati,11,5,9,IT,159.9,+39.206
2016,MotoGP,13,RSM,Misano,2174,"Bradl, Stefan",Aprilia Racing Team Gresini,Aprilia,12,4,6,DE,159.9,+39.967
2016,MotoGP,13,RSM,Misano,2052,"Barbera, Hector",Avintia Racing,Ducati,13,3,8,ES,159.7,+42.997
2016,MotoGP,13,RSM,Misano,2142,"Laverty, Eugene",Pull & Bear Aspar Team,Ducati,14,2,50,IE,159.3,+49.450
2016,MotoGP,13,RSM,Misano,2288,"Redding, Scott",OCTO Pramac Yakhnich,Ducati,15,1,45,GB,159.0,+54.879
2016,MotoGP,13,RSM,Misano,2383,"Hernandez, Yonny",Pull & Bear Aspar Team,Ducati,16,0,68,CO,158.4,+1'05.072
2016,MotoGP,13,RSM,Misano,2202,"Rabat, Tito","Estrella Galicia 0,0 Marc VDS",Honda,17,0,53,ES,131.3,5 Laps
2016,MotoGP,13,RSM,Misano,2152,"Espargaro, Aleix",Team SUZUKI ECSTAR,Suzuki,-1,0,41,ES,160.4,11 Laps
2016,MotoGP,13,RSM,Misano,2417,"Fores, Javier",Avintia Racing,Ducati,-1,0,12,ES,155.8,13 Laps
2016,MotoGP,13,RSM,Misano,2588,"Lowes, Alex",Monster Yamaha Tech 3,Yamaha,-1,0,22,GB,157.9,21 Laps
2016,MotoGP,14,ARA,Aragón,2293,"Marquez, Marc",Repsol Honda Team,Honda,1,25,93,ES,167.0,41'57.678
2016,MotoGP,14,ARA,Aragón,2058,"Lorenzo, Jorge",Movistar Yamaha MotoGP,Yamaha,2,20,99,ES,166.8,+2.740
2016,MotoGP,14,ARA,Aragón,1762,"Rossi, Valentino",Movistar Yamaha MotoGP,Yamaha,3,16,46,IT,166.6,+5.983
2016,MotoGP,14,ARA,Aragón,2428,"Viñales, Maverick",Team SUZUKI ECSTAR,Suzuki,4,13,25,ES,166.4,+8.238
2016,MotoGP,14,ARA,Aragón,2425,"Crutchlow, Cal",LCR Honda,Honda,5,11,35,GB,166.1,+13.221
2016,MotoGP,14,ARA,Aragón,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,6,10,26,ES,165.8,+17.072
2016,MotoGP,14,ARA,Aragón,2152,"Espargaro, Aleix",Team SUZUKI ECSTAR,Suzuki,7,9,41,ES,165.7,+18.522
2016,MotoGP,14,ARA,Aragón,2218,"Espargaro, Pol",Monster Yamaha Tech 3,Yamaha,8,8,44,ES,165.7,+19.432
2016,MotoGP,14,ARA,Aragón,2059,"Bautista, Alvaro",Aprilia Racing Team Gresini,Aprilia,9,7,19,ES,165.4,+23.071
2016,MotoGP,14,ARA,Aragón,2174,"Bradl, Stefan",Aprilia Racing Team Gresini,Aprilia,10,6,6,DE,165.1,+27.898
2016,MotoGP,14,ARA,Aragón,2055,"Dovizioso, Andrea",Ducati Team,Ducati,11,5,4,IT,164.8,+32.448
2016,MotoGP,14,ARA,Aragón,2107,"Pirro, Michele",Ducati Team,Ducati,12,4,51,IT,164.7,+35.033
2016,MotoGP,14,ARA,Aragón,2052,"Barbera, Hector",Avintia Racing,Ducati,13,3,8,ES,164.6,+36.224
2016,MotoGP,14,ARA,Aragón,2142,"Laverty, Eugene",Pull & Bear Aspar Team,Ducati,14,2,50,IE,164.5,+37.621
2016,MotoGP,14,ARA,Aragón,2093,"Hayden, Nicky","Estrella Galicia 0,0 Marc VDS",Honda,15,1,69,US,164.3,+40.509
2016,MotoGP,14,ARA,Aragón,2383,"Hernandez, Yonny",Pull & Bear Aspar Team,Ducati,16,0,68,CO,164.1,+43.906
2016,MotoGP,14,ARA,Aragón,2464,"Petrucci, Danilo",OCTO Pramac Yakhnich,Ducati,17,0,9,IT,163.3,+56.740
2016,MotoGP,14,ARA,Aragón,2562,"Baz, Loris",Avintia Racing,Ducati,18,0,76,FR,163.1,+59.681
2016,MotoGP,14,ARA,Aragón,2288,"Redding, Scott",OCTO Pramac Yakhnich,Ducati,19,0,45,GB,160.9,+1'34.126
2016,MotoGP,14,ARA,Aragón,2202,"Rabat, Tito","Estrella Galicia 0,0 Marc VDS",Honda,-1,0,53,ES,164.4,7 Laps
2016,MotoGP,15,JPN,Motegi,2293,"Marquez, Marc",Repsol Honda Team,Honda,1,25,93,ES,162.3,42'34.610
2016,MotoGP,15,JPN,Motegi,2055,"Dovizioso, Andrea",Ducati Team,Ducati,2,20,4,IT,162.1,+2.992
2016,MotoGP,15,JPN,Motegi,2428,"Viñales, Maverick",Team SUZUKI ECSTAR,Suzuki,3,16,25,ES,162.1,+4.104
2016,MotoGP,15,JPN,Motegi,2152,"Espargaro, Aleix",Team SUZUKI ECSTAR,Suzuki,4,13,41,ES,162.0,+4.726
2016,MotoGP,15,JPN,Motegi,2425,"Crutchlow, Cal",LCR Honda,Honda,5,11,35,GB,161.4,+15.049
2016,MotoGP,15,JPN,Motegi,2218,"Espargaro, Pol",Monster Yamaha Tech 3,Yamaha,6,10,44,ES,161.1,+19.654
2016,MotoGP,15,JPN,Motegi,2059,"Bautista, Alvaro",Aprilia Racing Team Gresini,Aprilia,7,9,19,ES,160.9,+23.032
2016,MotoGP,15,JPN,Motegi,2464,"Petrucci, Danilo",OCTO Pramac Yakhnich,Ducati,8,8,9,IT,160.5,+28.555
2016,MotoGP,15,JPN,Motegi,2288,"Redding, Scott",OCTO Pramac Yakhnich,Ducati,9,7,45,GB,160.5,+28.802
2016,MotoGP,15,JPN,Motegi,2174,"Bradl, Stefan",Aprilia Racing Team Gresini,Aprilia,10,6,6,DE,160.3,+32.330
2016,MotoGP,15,JPN,Motegi,2082,"Nakasuga, Katsuyuki",Yamalube Yamaha Factory Racing,Yamaha,11,5,21,JP,159.6,+42.845
2016,MotoGP,15,JPN,Motegi,2383,"Hernandez, Yonny",Pull & Bear Aspar Team,Ducati,12,4,68,CO,159.1,+52.219
2016,MotoGP,15,JPN,Motegi,2206,"Smith, Bradley",Monster Yamaha Tech 3,Yamaha,13,3,38,GB,159.0,+53.783
2016,MotoGP,15,JPN,Motegi,2202,"Rabat, Tito","Estrella Galicia 0,0 Marc VDS",Honda,14,2,53,ES,158.9,+54.760
2016,MotoGP,15,JPN,Motegi,2006,"Aoyama, Hiroshi",Repsol Honda Team,Honda,15,1,73,JP,158.6,+1'00.155
2016,MotoGP,15,JPN,Motegi,2562,"Baz, Loris",Avintia Racing,Ducati,16,0,76,FR,158.3,+1'04.440
2016,MotoGP,15,JPN,Motegi,2052,"Barbera, Hector",Ducati Team,Ducati,17,0,8,ES,156.0,+1'42.966
2016,MotoGP,15,JPN,Motegi,2589,"Jones, Mike",Avintia Racing,Ducati,18,0,7,AU,154.5,1 Lap
2016,MotoGP,15,JPN,Motegi,2058,"Lorenzo, Jorge",Movistar Yamaha MotoGP,Yamaha,-1,0,99,ES,162.3,5 Laps
2016,MotoGP,15,JPN,Motegi,1762,"Rossi, Valentino",Movistar Yamaha MotoGP,Yamaha,-1,0,46,IT,161.3,18 Laps
2016,MotoGP,15,JPN,Motegi,2445,"Miller, Jack","Estrella Galicia 0,0 Marc VDS",Honda,-1,0,43,AU,158.7,18 Laps
2016,MotoGP,15,JPN,Motegi,2142,"Laverty, Eugene",Pull & Bear Aspar Team,Ducati,-1,0,50,IE,153.3,22 Laps
2016,MotoGP,16,AUS,Phillip Island,2425,"Crutchlow, Cal",LCR Honda,Honda,1,25,35,GB,176.5,40'48.543
2016,MotoGP,16,AUS,Phillip Island,1762,"Rossi, Valentino",Movistar Yamaha MotoGP,Yamaha,2,20,46,IT,176.2,+4.218
2016,MotoGP,16,AUS,Phillip Island,2428,"Viñales, Maverick",Team SUZUKI ECSTAR,Suzuki,3,16,25,ES,176.1,+5.309
2016,MotoGP,16,AUS,Phillip Island,2055,"Dovizioso, Andrea",Ducati Team,Ducati,4,13,4,IT,175.9,+9.157
2016,MotoGP,16,AUS,Phillip Island,2218,"Espargaro, Pol",Monster Yamaha Tech 3,Yamaha,5,11,44,ES,175.5,+14.299
2016,MotoGP,16,AUS,Phillip Island,2058,"Lorenzo, Jorge",Movistar Yamaha MotoGP,Yamaha,6,10,99,ES,175.1,+20.125
2016,MotoGP,16,AUS,Phillip Island,2288,"Redding, Scott",OCTO Pramac Yakhnich,Ducati,7,9,45,GB,174.5,+28.369
2016,MotoGP,16,AUS,Phillip Island,2206,"Smith, Bradley",Monster Yamaha Tech 3,Yamaha,8,8,38,GB,174.5,+28.781
2016,MotoGP,16,AUS,Phillip Island,2464,"Petrucci, Danilo",OCTO Pramac Yakhnich,Ducati,9,7,9,IT,174.5,+28.792
2016,MotoGP,16,AUS,Phillip Island,2445,"Miller, Jack","Estrella Galicia 0,0 Marc VDS",Honda,10,6,43,AU,174.5,+28.815
2016,MotoGP,16,AUS,Phillip Island,2174,"Bradl, Stefan",Aprilia Racing Team Gresini,Aprilia,11,5,6,DE,174.3,+31.809
2016,MotoGP,16,AUS,Phillip Island,2059,"Bautista, Alvaro",Aprilia Racing Team Gresini,Aprilia,12,4,19,ES,173.1,+47.734
2016,MotoGP,16,AUS,Phillip Island,2383,"Hernandez, Yonny",Pull & Bear Aspar Team,Ducati,13,3,68,CO,173.1,+47.749
2016,MotoGP,16,AUS,Phillip Island,2142,"Laverty, Eugene",Pull & Bear Aspar Team,Ducati,14,2,50,IE,172.7,+54.311
2016,MotoGP,16,AUS,Phillip Island,2589,"Jones, Mike",Avintia Racing,Ducati,15,1,7,AU,172.6,+55.875
2016,MotoGP,16,AUS,Phillip Island,2202,"Rabat, Tito","Estrella Galicia 0,0 Marc VDS",Honda,16,0,53,ES,171.9,+1'06.395
2016,MotoGP,16,AUS,Phillip Island,2093,"Hayden, Nicky",Repsol Honda Team,Honda,17,0,69,US,170.8,+1'22.604
2016,MotoGP,16,AUS,Phillip Island,2052,"Barbera, Hector",Ducati Team,Ducati,-1,0,8,ES,174.5,3 Laps
2016,MotoGP,16,AUS,Phillip Island,2152,"Espargaro, Aleix",Team SUZUKI ECSTAR,Suzuki,-1,0,41,ES,176.2,5 Laps
2016,MotoGP,16,AUS,Phillip Island,2293,"Marquez, Marc",Repsol Honda Team,Honda,-1,0,93,ES,176.6,18 Laps
2016,MotoGP,16,AUS,Phillip Island,2562,"Baz, Loris",Avintia Racing,Ducati,-1,0,76,FR,,0 Lap
2016,MotoGP,17,MAL,Sepang,2055,"Dovizioso, Andrea",Ducati Team,Ducati,1,25,4,IT,148.8,42'27.333
2016,MotoGP,17,MAL,Sepang,1762,"Rossi, Valentino",Movistar Yamaha MotoGP,Yamaha,2,20,46,IT,148.6,+3.115
2016,MotoGP,17,MAL,Sepang,2058,"Lorenzo, Jorge",Movistar Yamaha MotoGP,Yamaha,3,16,99,ES,148.1,+11.924
2016,MotoGP,17,MAL,Sepang,2052,"Barbera, Hector",Avintia Racing,Ducati,4,13,8,ES,147.6,+19.916
2016,MotoGP,17,MAL,Sepang,2562,"Baz, Loris",Avintia Racing,Ducati,5,11,76,FR,147.6,+21.353
2016,MotoGP,17,MAL,Sepang,2428,"Viñales, Maverick",Team SUZUKI ECSTAR,Suzuki,6,10,25,ES,147.5,+22.932
2016,MotoGP,17,MAL,Sepang,2059,"Bautista, Alvaro",Aprilia Racing Team Gresini,Aprilia,7,9,19,ES,147.3,+25.829
2016,MotoGP,17,MAL,Sepang,2445,"Miller, Jack","Estrella Galicia 0,0 Marc VDS",Honda,8,8,43,AU,146.9,+32.746
2016,MotoGP,17,MAL,Sepang,2218,"Espargaro, Pol",Monster Yamaha Tech 3,Yamaha,9,7,44,ES,146.8,+33.704
2016,MotoGP,17,MAL,Sepang,2464,"Petrucci, Danilo",OCTO Pramac Yakhnich,Ducati,10,6,9,IT,146.8,+34.280
2016,MotoGP,17,MAL,Sepang,2293,"Marquez, Marc",Repsol Honda Team,Honda,11,5,93,ES,146.7,+36.480
2016,MotoGP,17,MAL,Sepang,2142,"Laverty, Eugene",Pull & Bear Aspar Team,Ducati,12,4,50,IE,146.7,+36.638
2016,MotoGP,17,MAL,Sepang,2152,"Espargaro, Aleix",Team SUZUKI ECSTAR,Suzuki,13,3,41,ES,146.7,+36.897
2016,MotoGP,17,MAL,Sepang,2206,"Smith, Bradley",Monster Yamaha Tech 3,Yamaha,14,2,38,GB,146.2,+45.609
2016,MotoGP,17,MAL,Sepang,2288,"Redding, Scott",OCTO Pramac Yakhnich,Ducati,15,1,45,GB,145.9,+49.779
2016,MotoGP,17,MAL,Sepang,2006,"Aoyama, Hiroshi",Repsol Honda Team,Honda,16,0,7,JP,145.8,+52.665
2016,MotoGP,17,MAL,Sepang,2174,"Bradl, Stefan",Aprilia Racing Team Gresini,Aprilia,17,0,6,DE,145.8,+52.784
2016,MotoGP,17,MAL,Sepang,2202,"Rabat, Tito","Estrella Galicia 0,0 Marc VDS",Honda,18,0,53,ES,145.6,+54.891
2016,MotoGP,17,MAL,Sepang,2158,"Iannone, Andrea",Ducati Team,Ducati,-1,0,29,IT,148.2,7 Laps
2016,MotoGP,17,MAL,Sepang,2425,"Crutchlow, Cal",LCR Honda,Honda,-1,0,35,GB,147.9,8 Laps
2016,MotoGP,17,MAL,Sepang,2383,"Hernandez, Yonny",Pull & Bear Aspar Team,Ducati,-1,0,68,CO,144.6,8 Laps
2016,MotoGP,18,VAL,Ricardo Tormo,2058,"Lorenzo, Jorge",Movistar Yamaha MotoGP,Yamaha,1,25,99,ES,157.0,45'54.228
2016,MotoGP,18,VAL,Ricardo Tormo,2293,"Marquez, Marc",Repsol Honda Team,Honda,2,20,93,ES,156.9,+1.185
2016,MotoGP,18,VAL,Ricardo Tormo,2158,"Iannone, Andrea",Ducati Team,Ducati,3,16,29,IT,156.6,+6.603
2016,MotoGP,18,VAL,Ricardo Tormo,1762,"Rossi, Valentino",Movistar Yamaha MotoGP,Yamaha,4,13,46,IT,156.6,+7.668
2016,MotoGP,18,VAL,Ricardo Tormo,2428,"Viñales, Maverick",Team SUZUKI ECSTAR,Suzuki,5,11,25,ES,156.4,+10.610
2016,MotoGP,18,VAL,Ricardo Tormo,2218,"Espargaro, Pol",Monster Yamaha Tech 3,Yamaha,6,10,44,ES,156.0,+18.378
2016,MotoGP,18,VAL,Ricardo Tormo,2055,"Dovizioso, Andrea",Ducati Team,Ducati,7,9,4,IT,156.0,+18.417
2016,MotoGP,18,VAL,Ricardo Tormo,2152,"Espargaro, Aleix",Team SUZUKI ECSTAR,Suzuki,8,8,41,ES,155.9,+18.678
